NC_001422.1,Phage_F
NC_001338.1,AAA RHH_1 zf-C2H2 HTH_24 DUF1035
NC_001510.1,PV_NSP1 Parvo_coat Parvo_coat_N Parvo_NS1
NC_001623.1,UDPGT DUF816 TLP-20 LEF-4 Nucleo_P87 F-box Ac110_PIF PCNA_C Baculo_19 DUF1247 Polyhedrin DUF919 Baculo_ME53 DUF844 zf-C3HC4_3 PNK3P Viral_env_E26 DUF682 DUF5470 Baculo_p74 Sod_Cu Baculo_p24 PIF6 DUF705 ChaB PIF2 Baculo_FP Baculo_PEP_N Baculo_RING Baculo_DNA_bind TATR LPMO_10 DUF1098 DUF2682 Peptidase_C1 Baculo_8kDa Baculo_helicase Baculo_F zf-C3HC4 AcMNPV_Ac109 Pkinase Baculo_11_kDa Nucleo_LEF-12 Bro-N SNF2_N Baculo_LEF-2 Arif-1 Baculo_gp41 Pkip-1 DNA_pol_B_exo1 Herpes_alk_exo CBM_14 Baculo_PP31 Baculo_p48 Baculo_VP1054 Baculo_E66 DUF424 Ac76 PIF Inhibitor_I29 Helicase_C P35 BIR DUF1386 RNA_lig_T4_1 ubiquitin Toxin_18 DUF3627 Baculo_Y142 Glyco_hydro_18 DUF2661 DNA_pol_B Baculo_E56 DUF1160 GIY-YIG DUF2704 DSPc DUF1623 DUF918 DUF2719 DUF884 LEF-9 DUF2616 PIF3 NPV_P10 RNase_H_2 PCNA_N NUDIX Orf78 Baculo_p33 FtsJ DUF1383 Baculo_p74_N ChitinaseA_N Baculo_VP91_N Baculo_PEP_C Baculo_VP39 LEF-8 Baculo_gp64 Baculo_p47 ODV-E18 Baculo_ODV-E27 Desmo_N Baculo_LEF-3 DUF1251 Baculo_IE-1 RNA_ligase Baculo_LEF-11 AAA_33 Phage_integrase Baculo_E25 FGF DUF1477 Baculo_p26
NC_001693.1,PPV_E2_N E7 Late_protein_L2 E6 Late_protein_L1 PPV_E2_C PPV_E1_N PPV_E1_C
NC_001270.2,DUF2649
NC_001931.1,Gemini_AL3 Gemini_AL1_M Gemini_coat
NC_001930.1,Gemini_coat Gemini_BL1
NC_001993.1,RNA_pol_Rpb2_3 RNA_pol_Rpb1_3 Pox_G9-A16 Pox_A28 NPH-II zf-RING_2 RNA_pol_Rpb1_4 Pox_ser-thr_kin RVT_1 Pox_A22 zf-FCS DNA_pol_B SNF2_N AIG2_2 HD PP2C DNA_photolyase zf-rbx1 Pox_P4B DNA_ligase_aden Pox_polyA_pol NPHI_C Pox_polyA_pol_N Pox_L5 Pox_Rap94 Topoisom_I DNA_pol_B_3 T5orf172 KH_1 Pox_A32 zf-C3HC4_3 Peptidase_M10 Acetyltransf_1 Pox_polyA_pol_C NMT DEAD Pox_Rif ubiquitin Peptidase_C92 Pox_G5 Lipase_3 LRR_4 Pkinase EF-hand_7 Pox_MCEL ResIII LRR_1 Pox_VLTF3 Pox_VERT_large FHA Baculo_p26 Helicase_C Pox_LP_H2 Thymidylat_synt Pox_A21 Glyco_transf_25 Peptidase_C57 UDG DNA_pol_B_thumb BIR VirDNA-topo-I_N Pox_E10 DNA_pol_B_exo1 RNA_pol_Rpb2_6 Pox_ATPase-GT PARP_regulatory MSV199 RNA_pol_Rpb1_2 Bro-N MUG113 Chordopox_G3 L1R_F9L DNA_ligase_OB Pox_A11 Pox_L3_FP4 Macro
NC_000882.1,Gemini_coat Gemini_AL1 Gemini_AL3 WCCH Gemini_V2 Gemini_AL1_M
NC_002188.1,DNA_photolyase RNA_pol_Rpb1_2 Ank_4 Bcl-2 zf-C3HC4_2 Pox_polyA_pol_N Chordopox_A15 DUF678 SNF2_N Pox_F12L DNA_pol_B Pox_Rap94 Helicase_C D5_N Pkinase A2L_zn_ribbon PLDc_3 Pox_A6 Peptidase_C92 Pox_Rif Pox_F15 ResIII Chordopox_L2 DUF3627 7tm_1 Pox_polyA_pol Pox_ser-thr_kin UDG Pox_polyA_pol_C Pox_TAP DNA_pol_B_exo1 Pox_A3L Phosphodiest DUF3746 Pox_P21 Pox_VERT_large Poxvirus_B22R Chordopox_A30L Pox_A22 DUF2661 zf-C3HC4 DSPc Pox_ATPase-GT DNA_ligase_A_M Pox_A30L_A26L PARP_regulatory Pox_C4_C10 Pox_E8 Pox_I5 Pox_I6 rpo132 DUF836 Ank_2 Pox_int_trans Pox_I1 Pox_A14 Serpin ig DNA_ligase_A_C I-set TFIIS_C dUTPase Ank_5 TspO_MBR Peptidase_C57 DNA_pol_B_3 Chordopox_A20R Vac_Fusion Pox_EPC_I2-L1 Sema Pox_E2-like Pox_A8 Pox_E6 Lectin_C Pox_L3_FP4 NPH-II Pox_RNA_pol Pox_E10 TANGO2 VirDNA-topo-I_N Topoisom_I Pox_RNA_pol_35 Pox_A28 PTH2 Peptidase_M44 Ank_3 DFP Chordopox_G3 Poxvirus_B22R_C RNA_pol_Rpb2_7 Pox_RNA_Pol_19 Flavoprotein Pox_A31 Pox_J1 Poxvirus_B22R_N Pox_D3 Pox_D5 NGF Pox_I3 Pox_P35 Pox_L5 Pox_H7 Pox_G9-A16 dNK NPHI_C Chordopox_E11 Pox_A12 zf-RING_UBOX DEAD DNase_II ELO Pkinase_Tyr Pox_G5 DNA_ligase_A_N RNA_pol_Rpb2_5 Pox_MCEL RNA_pol_Rpb1_4 NUDIX Pox_LP_H2 DNAP_B_exo_N Pox_G7 RNA_pol_Rpb2_3 zf-FCS SNAP L1R_F9L RNA_pol_Rpb1_5 V-set Pox_mRNA-cap TGF_beta PRANC Chordopox_A13L Pox_A32 US22 Pox_TAA1 TK Pox_F17 zf-RING_2 Pox_F11 KilA-N Chordopox_G2 Pox_P4A Pox_D2 rpo30_N Pox_RNA_Pol_22 Endonuclease_NS RNA_pol_Rpb1_1 3Beta_HSD RNA_pol_Rpb1_3 Pox_VLTF3 PLDc Chordopox_RPO7 Pox_A11 Pox_VP8_L4R GSHPx Pox_P4B RNA_pol_Rpb2_6 Ank
NC_001648.1,RVP MP zf-CCHC Peptidase_A3 RVT_1
NC_001401.2,Rep_N Parvo_NS1 Parvo_coat Parvo_coat_N
NC_001935.1,Gemini_BL1 Gemini_coat
NC_001934.1,Gemini_AL1 Gemini_AL3 Gemini_AC4_5 Gemini_AL1_M
NC_001478.1,Gemini_mov Gemini_coat Gemini_AL1_M
NC_001523.1,Late_protein_L2 PPV_E2_N Late_protein_L1 PPV_E2_C PPV_E1_N PPV_E1_C
NC_001662.1,Parvo_NS1 PV_NSP1 Parvo_coat
NC_001917.1,Gemini_BL1 Gemini_coat
NC_001828.1,Gemini_AL1 Gemini_coat Gemini_AL3 Gemini_AL1_M
NC_001909.1,Phage_SSB L_lac_phage_MSP SLT DUF2479 Terminase_1 DUF3882 AAA_25 DUF3310 HNH NUMOD4 NUMOD1 Baseplate Amidase_2 DUF1071 HNH_3 Phage_portal Caudo_bapla_RBP Peptidase_S78
NC_000936.1,Parvo_coat_N Denso_VP4 Parvo_NS1
NC_002510.1,Gemini_AL1 Gemini_coat Gemini_AL3 Gemini_AL1_M
NC_002531.1,Herpes_UL95 Herpes_BTRF1 dUTPase Herpes_U44 Herpes_BLRF2 Herpes_U34 UDG Herpes_UL24 Herpes_VP19C Phage_glycop_gL Herpes_TAF50 DNA_pack_C Herpes_BMRF2 Herpes_UL79 Sema Herpes_V23 Herpes_UL87 Herpes_UL49_1 DNA_pack_N Lectin_C Herpes_UL33 Herpes_MCP Herpes_UL25 Herpes_env Ribonuc_red_lgN Herpes_TK Tegument_dsDNA Herpes_teg_N Herpes_UL69 Herpes_DNAp_acc GATase_5 Herpes_U30 Herpes_UL7 Viral_DNA_bp Herpes_UL92 Peptidase_S21 DUF832 Glycoprotein_B Herpes_UL17 Ribonuc_red_sm Herpes_glycop Herpes_glycop_H Herpes_ORF11 DNA_pol_B Glycoprot_B_PH1 DNA_pol_B_exo1 Glycoprot_B_PH2 AIRS_C Herpes_TK_C DUF848 Ribonuc_red_lgC Herpes_UL31 PRTP dNK Herpes_UL6 Herpes_HEPA Herpes_Helicase Herpes_UL16 Herpes_glycoH_C Herpes_UL52 Herpes_alk_exo DUF2733
NC_002577.1,Herpes_glycoH_C Glycoprot_B_PH2 Herpes_UL37_1 Ribonuc_red_lgN Glycoprot_B_PH1 Herpes_UL16 DNA_pack_N Pkinase Herpes_ICP4_C Herpes_V23 Gene66 Ribonuc_red_sm Herpes_MCP Herpes_UL6 Glycoprotein_B Herpes_teg_N Marek_A Viral_DNA_bp Herpes_ICP4_N Herpes_U34 Herpes_UL42 Herpes_TK Herpes_UL69 Fusion_gly_K UL45 US2 Herpes_alk_exo Herpes_UL47 Herpes_gI Herpes_UL51 Alpha_TIF Herpes_glycop Herpes_glycop_D Ribonuc_red_lgC Herpes_UL25 Herpes_UL31 Herpes_UL24 Herpes_UL3 Herpes_UL7 Herpes_UL4 Herpes_ori_bp Herpes_HEPA Herpes_UL52 Herpes_gE Herpes_UL36 Herpes_UL17 DNA_pol_B_exo1 dUTPase Herpes_UL73 Herpes_UL20 Herpes_IE68 Peptidase_S21 Herpes_glycop_H Herpes_UL43 Herpes_env XPG_I Herpes_Helicase DNA_pack_C Herpes_UL49_2 UDG DNA_pol_B PRTP Herpes_VP19C Herpes_UL46 Herpes_UL21
NC_002643.1,Phage_F Chlamy_scaf
NC_002666.1,HTH_3 Phage_portal DUF771 Peptidase_M23 PhageMin_Tail bPH_3 Phage_Mu_Gam Terminase_1 SSB DUF1642 Peptidase_S78 RusA Prophage_tail ORF6N dUTPase Amidase_5 DUF1071 Terminase_4 Phage_capsid Phage_integrase ORF6C Holin_SPP1 DUF739 DUF722 SHOCT HNH Peptidase_M78 XhlA DUF2479
NC_002730.1,P22_CoatProtein DUF1364 Inj_translocase Phage-scaffold Ead_Ea22 Antiterm DUF2824 KilA-N Phage_stabilise Phage_NinH Phage_int_SAM_3 Phage_lysis Phage_lysozyme NinB DUF551 Phage_integrase Phage_pRha AAA_24 Arm-DNA-bind_3 P22_Tail-4 Phage_CII NinF Terminase_3C Cro Peptidase_S24 RusA Head_binding P22_portal DUF2856 DnaB_C HTH_3 Phage_holin_3_1 DUF2560 Terminase_3 Lambda_CIII Lambda_Kil ORF11CD3 DnaB ANT
NC_002817.1,Gemini_AL3 Gemini_coat Gemini_AL1 Gemini_AL1_M
NC_003031.1,DUF1319 RVP RVT_1
NC_003083.1,Inhibitor_I29 Baculo_PP31 DUF816 Baculo_DNA_bind DUF1098 Lyase_8_N DUF918 Glyco_hydro_18 Ac110_PIF Baculo_gp41 Baculo_p74_N Viral_env_E26 Baculo_ODV-E27 DUF3627 ChitinaseA_N Baculo_Y142 Pkip-1 Baculo_8kDa PIF3 Baculo_11_kDa Baculo_p24 Baculo_p74 Baculo_ME53 TATR Baculo_p47 Nucleo_P87 DUF919 Baculo_E25 Baculo_gp64 GIY-YIG Orf78 Baculo_IE-1 DUF1386 ubiquitin DNA_pol_B DUF844 Baculo_VP1054 LEF-4 Baculo_LEF-11 zf-C3HC4_3 DUF2704 BIR DUF1623 DUF424 DUF1160 Helicase_C PIF Baculo_19 DUF884 Baculo_p48 Phage_integrase Baculo_p33 ODV-E18 Baculo_RING DUF2719 Baculo_helicase SNF2_N UDPGT CBM_14 zf-C3HC4 Peptidase_C1 Baculo_LEF5 Baculo_PEP_N ChaB Baculo_E66 Baculo_F DUF1477 FtsJ Baculo_E56 DUF682 Ac76 Baculo_VP39 Baculo_FP Nucleo_LEF-12 PIF2 Baculo_LEF5_C DUF1383 Baculo_p26 Baculo_LEF-3 DSPc PIF6 DNA_pol_B_exo2 DUF1247 Baculo_PEP_C LEF-9 RRM_1 Pkinase DUF5470 Baculo_VP91_N Baculo_LEF-2 LEF-8 FGF RNase_H_2 LPMO_10 Herpes_alk_exo NPV_P10 DUF2682 TLP-20 Arif-1 DNA_pol_B_exo1 NUDIX AcMNPV_Ac109 DUF1251 DUF705 Ac81 Polyhedrin
NC_002703.1,HeH DUF1642 LysM Phage_holin_1 AntA DUF2479 Phage_TAC_12 dUTPase SSB YopX tRNA_anti-like N6_N4_Mtase ORF6C HK97-gp10_like DUF4355 XhlA Phage_Mu_F Phage_Mu_Gam Prophage_tail Peptidase_S24 DUF1071 Phage_connect_1 YjcQ Sipho_tail Phage_prot_Gp6 Terminase_6C Phage_integrase DUF722 Glyco_hydro_25 HTH_3 Phage_tail_2 PhageMin_Tail DUF771 Peptidase_M23 RusA
NC_002486.1,HNH Peptidase_S24 Phage_Orf51 Phage_portal HTH_38 DUF3113 Terminase_1 DUF1024 Sipho_tail Big_2 Leukocidin Phage_int_SAM_3 Phage_H_T_join Phage_integrase IstB_IS21 HNHc_6 ERF DUF1064 ANT Phage_connect_1 Peptidase_M23 rve Phage_holin_1 RinB Arm-DNA-bind_4 DUF1108 Sipho_Gp157 PhageMin_Tail CHAP DDE_Tnp_1 dUTPase_2 DUF1514 HTH_26 Terminase_4 DUF1381 DUF2951 Phage_int_SAM_5 Peptidase_S78 Phage_capsid DUF772 SSB PVL_ORF50 Phage_rep_org_N Bro-N HTH_3
NC_002670.1,DUF4065 Phage_int_SAM_3 HTH_3 Phage_pRha Acetyltransf_10 Phage_integrase HTH_38
NC_003313.1,Phage_CI_repr Phage_lysozyme HTH_31 DUF2590 Phage_integrase zf-dskA_traR Phage_GPL Terminase_6C Ogr_Delta Baseplate_J Terminase_6 Terminase_5 DUF262 Phage_term_smal DUF2597 DUF3751 DUF2586 Phage_holin_2_3 Phage_TAC_10 Phage_CI_C PhageMin_Tail BRCT Phage_tail_S Phage_cap_P2 Phage_GPA P2_Phage_GpR Phage_GPO Phage_CP76
NC_003349.1,Baculo_IE-1 AcMNPV_Ac109 Baculo_p33 DUF705 RRM_1 Baculo_FP PIF2 Baculo_E25 PARG_cat Baculo_ME53 PIF6 Baculo_p24 Baculo_E66 DUF919 Baculo_VP91_N Baculo_PEP_C PIF LEF-4 UDPGT Baculo_19 Desmo_N DUF1160 DUF682 Arif-1 LEF-8 Baculo_p47 FGF Baculo_RING Lyase_8_N Inhibitor_I29 Baculo_helicase DNA_pol_B LPMO_10 LEF-9 Herpes_alk_exo Pkip-1 Baculo_LEF5_C Baculo_VP39 Orf78 Baculo_Y142 MUG113 Peptidase_C1 Baculo_LEF-3 PIF3 Ac110_PIF NPV_P10 Baculo_p74 DUF844 ODV-E18 Bro-N DUF2616 Nucleo_P87 FtsJ Ac76 DUF918 TLP-20 ChitinaseA_N DUF1247 Baculo_PP31 Glyco_hydro_18 DUF424 Baculo_gp41 DUF1251 Baculo_E56 Pkinase Baculo_LEF-2 Sod_Cu DUF1623 DUF816 CBM_14 BIR Baculo_F Baculo_LEF-11 zf-C3HC4_3 Baculo_DNA_bind TATR Glyco_transf_8 Nucleo_LEF-12 Baculo_PEP_N DUF3627 ChaB DNA_pol_B_exo1 DUF884 zf-C3HC4 DUF1098 Baculo_p48 ubiquitin Phage_integrase Baculo_ODV-E27 DUF2704 Polyhedrin Baculo_p26 Baculo_VP1054 Baculo_LEF5 DUF1477 Baculo_p74_N
NC_003391.1,Pox_L5 Pox_C4_C10 Kelch_4 Peptidase_M44 Poxvirus VD10_N Pox_F16 Pox_C7_F8A rpo30_N Topoisom_I DUF836 RNA_pol_Rpb1_4 Pox_RNA_Pol_19 Pox_A3L Pox_J1 NPH-II Pox_D5 RNA_pol_Rpb1_5 Orthopox_35kD DNA_pol_B_exo1 IFNGR1 zf-FCS L1R_F9L V-set CD47 zf-RING_2 zf-C3HC4 rpo132 Lectin_C Pox_mRNA-cap DNA_ligase_A_N Pox_VLTF3 TNFR_c6 V-set_CD47 Pox_H7 BEN DUF1235 Ank_3 Pox_int_trans Pox_L3_FP4 Pox_A9 PARP_regulatory PRANC TFIIS_C DUF1406 Pox_P4A BTB Pox_LP_H2 S1 Pox_F12L Chordopox_RPO7 Pox_F17 Chordopox_L2 Poxvirus_B22R_C RNA_pol_Rpb1_2 Pox_I5 dsrm Pox_I6 Pox_M2 Pox_A30L_A26L Pox_ser-thr_kin RNA_pol_Rpb2_6 Kelch_1 Ank_4 ResIII NPHI_C Serpin Pox_A_type_inc Pox_E2-like RNA_pol_Rpb2_5 RNA_pol_Rpb2_3 Pox_A6 Carb_anhydrase Pox_P35 DNA_pol_B Hydrolase_4 Pox_polyA_pol_N Helicase_C RNA_pol_Rpb2_7 Pox_A51 Pox_A22 Chordopox_A30L Pox_T4_C Thymidylate_kin A2L_zn_ribbon Pox_Ag35 DNA_pol_B_3 Pox_G9-A16 dUTPase z-alpha Chordopox_G3 Pox_A31 Kelch_6 Pox_E10 Pox_A32 Pox_MCEL Bax1-I Pox_A14 Pox_polyA_pol_C Pox_A11 Pox_Rap94 NUDIX Chordopox_A15 Chordopox_A13L ATP-cone PLDc_3 Peptidase_C92 DSPc Sushi Pox_G5 DNA_ligase_A_C Ribonuc_red_lgN Pox_ATPase-GT Ank AlbA_2 Pox_RNA_pol Pox_F15 Chordopox_A33R Pox_VERT_large Pox_A12 Peptidase_C57 Chordopox_G2 Pox_polyA_pol Pox_A8 Pox_D3 Ribonuc_red_lgC RNA_pol_Rpb1_3 Pox_E8 SNF2_N Chordopox_E11 PLDc Pox_TAP BACK Pox_RNA_Pol_22 DNAP_B_exo_N DNA_ligase_A_M Guanylate_kin 3Beta_HSD Pox_T4_N Pox_P4B Pox_D2 Pox_G7 TK Pox_I1 Poxvirus_B22R_N Pox_P21 Vac_Fusion KilA-N Pox_E6 DUF3746 Pox_EPC_I2-L1 Ribonuc_red_sm D5_N Pox_I3 M11L Poxvirus_B22R Pox_A28 Ig_2 Pox_RNA_pol_35 Pox_TAA1 Ank_2 Pox_Rif Orthopox_A5L Pkinase Chordopox_A20R Glutaredoxin RNA_pol_Rpb1_1 Baculo_p26 DEAD VirDNA-topo-I_N Pox_VP8_L4R ig Chordopox_A35R Pox_F11
NC_003444.1,HTH_36 DUF2303 Baseplate_J Terminase_4 Phage_H_T_join YdaS_antitoxin DUF968 Caudo_TAP DUF2313 Phage_TAC_7 PerC Tail_tube Antiterm GP46 DUF2570 Phage_connect_1 DNA_circ_N Phage_portal Phage_lysozyme LexA_DNA_bind DUF2635 Peptidase_S24 Terminase_1 Phage_Mu_Gp45 RusA KilA-N Phage_ASH Phage_sheath_1 Dam PhageMin_Tail Peptidase_S78 Glycos_transf_2 N6_N4_Mtase Phage_sheath_1C Phage_integrase Phage_capsid Phage_holin_3_1 HNH
NC_003524.1,Phage_portal DUF3168 Prophage_tail Sipho_tail DnaB Peptidase_S78 SpoIIID Phage_int_SAM_3 Phg_2220_C CBM_4_9 Sigma70_r2 Phage_holin_4_1 Phage_capsid Peptidase_M23 Amidase_3 HNH Phage_H_T_join Sigma70_r4 DnaB_C PhageMin_Tail Phage_connect_1 HTH_8 ORF6N Arm-DNA-bind_4 TrmB Phage_integrase HTH_3 SSB Peptidase_M78 Terminase_1 Terminase_4 DUF2479
NC_003663.2,Chordopox_G2 Pox_G7 Ribonuc_red_lgC VD10_N Pox_A14 DNA_pol_B_exo1 Poxvirus_B22R Pox_I1 NPHI_C rpo132 Pox_A9 Kelch_4 Pox_T4_N DNA_ligase_A_M Pox_D5 Pox_I6 DUF1235 Pox_Rif Ribonuc_red_lgN Pox_A_type_inc Pox_F15 Ribonuc_red_sm Pox_RNA_Pol_19 Kelch_2 Pox_I5 DNA_pol_B_3 SNF2_N TNFR_c6 Ank_2 Chordopox_A35R Pox_TAA1 Pox_F11 Pox_ATPase-GT Chordopox_A30L PRANC TK Pox_F12L Pox_A11 Carb_anhydrase Guanylate_kin 3Beta_HSD rpo30_N V-set Pox_Ag35 Baculo_p26 Pox_polyA_pol_N Chordopox_A15 DNA_ligase_A_N BTB RNA_pol_Rpb1_2 PARP_regulatory Sema Pox_TAP Pox_I3 DEAD Pox_C4_C10 TFIIS_C L1R_F9L Chordopox_L2 Pox_E2-like dUTPase DNA_ligase_A_C Chordopox_A13L Pox_A30L_A26L NUDIX AlbA_2 Chordopox_RPO7 Pox_G5 IFNGR1 Chordopox_A20R Poxvirus Pox_LP_H2 RNA_pol_Rpb1_1 Orthopox_35kD ResIII DUF1406 Pox_Rap94 Pox_polyA_pol Pox_RNA_pol_35 DNA_pol_B Pox_P21 Pox_A32 Pox_RNA_pol Pox_G9-A16 Topoisom_I Pox_E6 M11L z-alpha BEN Pox_E10 Helicase_C Pox_VERT_large Pox_MCEL NPH-II Poxvirus_B22R_N A2L_zn_ribbon Pox_H7 zf-RING_2 Hydrolase_4 V-set_CD47 Orthopox_A5L Pox_ser-thr_kin Thymidylate_kin Ank PLDc RNA_pol_Rpb2_5 Kelch_6 Ank_3 Pkinase PLDc_3 Ank_4 Pox_E8 Pox_P4B DUF836 RNA_pol_Rpb1_4 Peptidase_C92 Pox_mRNA-cap Lectin_C S1 D5_N Pox_RNA_Pol_22 Poxvirus_B22R_C CD47 Pox_A12 Pox_L5 Pox_VP8_L4R Pox_J1 zf-FCS Pox_L3_FP4 Chordopox_E11 Pox_A6 Pox_A3L DSPc VirDNA-topo-I_N RNA_pol_Rpb2_7 Pox_D2 BACK Pox_A31 Pox_D3 Ig_2 Pox_A51 RNA_pol_Rpb2_3 dsrm RNA_pol_Rpb1_3 Peptidase_C57 Pox_A28 Pox_A8 RNA_pol_Rpb1_5 DNAP_B_exo_N Kelch_1 Glutaredoxin KilA-N Pox_int_trans Pox_polyA_pol_C Pox_C7_F8A Pox_EPC_I2-L1 Chordopox_G3 ig Vac_Fusion Pox_F17 RNA_pol_Rpb2_6 Peptidase_M44 DUF3746 Pox_F16 Pox_A22 ATP-cone Pox_P35 Chordopox_A33R Sushi zf-C3HC4 Pox_P4A Pox_VLTF3 Serpin Pox_M2 Pox_T4_C
NC_003793.1,DUF3688 rve DUF2649 TMEMspv1-c74-12 DUF3627
NC_008058.1,Gemini_AL1_M Gemini_AL3 Gemini_AL1 Gemini_coat
NC_008057.1,Gemini_BL1 Gemini_coat
NC_003865.1,Gemini_coat Gemini_AL1 Gemini_AL1_M Gemini_AL3
NC_003860.1,Gemini_BL1 Gemini_coat
NC_003891.1,Gemini_AL1 Gemini_AL1_M Gemini_AL3 Gemini_coat
NC_002049.1,Gemini_BL1 Gemini_coat
NC_002048.1,Gemini_AL3 Gemini_AC4_5 Gemini_AL1_M Gemini_AL1
NC_001493.2,AAA_30 Herpes_UL52 dNK Pkinase P_proprotein dUTPase DNA_pol_B
NC_001605.1,Late_protein_L2 Late_protein_L1 PPV_E2_C PPV_E1_N PPV_E2_N PPV_E1_C E6
NC_001690.1,PPV_E2_C Late_protein_L2 PPV_E2_N E6 E7 Late_protein_L1 PPV_E1_C PPV_E1_N
NC_001839.2,RVT_1 MP zf-CCHC
NC_001899.1,Denso_VP4 Parvo_coat_N NS3 Parvo_NS1
NC_001987.1,Ribonuc_red_lgN Herpes_BTRF1 Herpes_glycop_H Herpes_UL17 Ribonuc_red_lgC Herpes_glycoH_C Herpes_UL49_1 dUTPase DNA_pack_C Herpes_BBRF1 Glycoprot_B_PH2 DUF832 Cyclin_N UDG Herpes_UL25 Herpes_VP19C Herpes_UL52 PRTP Herpes_U34 Herpes_TK_C Herpes_U44 Herpes_HEPA Phage_glycop_gL Herpes_glycop Herpes_V23 DNA_pol_B DNA_pol_B_exo1 Ribonuc_red_sm GATase_5 Herpes_UL33 7tm_1 Glycoprotein_B Pkinase Herpes_TAF50 Herpes_U30 Glycoprot_B_PH1 Sushi Herpes_UL87 Tegument_dsDNA Herpes_ORF11 Herpes_UL31 Viral_DNA_bp Herpes_UL69 AIRS_C Herpes_Helicase Herpes_BMRF2 Herpes_UL95 Herpes_TK Herpes_teg_N Herpes_UL6 Herpes_env Thymidylat_synt Herpes_UL7 DUF848 Herpes_DNAp_acc Herpes_BLRF2 Herpes_UL16 Herpes_UL92 Herpes_MCP Herpes_UL79 Peptidase_S21 DNA_pack_N Herpes_alk_exo
NC_000871.1,DUF669 ZoocinA_TRD Phage_holin_4_1 AAA_30 HK97-gp10_like DUF739 DUF806 AAA_24 Terminase_1 Phage_connect_1 ResIII Prophage_tail SLT CHAP DUF1492 Pox_D5 Phage_holin_1 DUF1340 Prim-Pol Phage_TAC_3 Sipho_Gp157 DUF859 DUF1642 Phage_portal Sipho_tail HTH_3 HNH Phage_H_T_join Phage_capsid Amidase_5 CLP_protease Terminase_4 DUF1366 PriCT_1 VRR_NUC Helicase_C Collagen Phage_TTP_1 DUF1372
NC_002185.1,Sipho_tail SSB IstB_IS21 Phage_portal Prophage_tail HNH Phage_holin_4_1 Phage_holin_1 DUF1351 CLP_protease DUF1642 ERF Terminase_1 Phage_TTP_1 DUF1366 Collagen Phage_connect_1 DUF859 RepA_N DUF806 DUF3102 DnaB_2 Phage_capsid RusA Phage_H_T_join Terminase_4 SLT HTH_3 N6_N4_Mtase Phage_TAC_3 CHAP DUF1492 ZoocinA_TRD DUF1340 Amidase_5
NC_001718.1,Parvo_coat PV_NSP1 Parvo_NS1
NC_001369.1,Gemini_BL1 Gemini_coat
NC_001359.1,Gemini_coat Gemini_AL1 Gemini_AL1_M Gemini_AL3
NC_001741.1,Phage_F Chlamy_scaf
NC_001466.1,Gemini_AL1 Gemini_coat Gemini_AL1_M
NC_001508.1,Gemini_coat Gemini_BL1
NC_001507.1,Gemini_AL2 Gemini_AL1 Gemini_coat Gemini_AL1_M
NC_001647.1,Gemini_AL1_M Gemini_AL1 Gemini_coat
NC_001824.1,Pox_VLTF3 DNA_pol_B_3 RNA_pol_Rpb2_6 RNA_pol_Rpb2_1 RNA_pol_Rpb1_1 2C_adapt dNK RNA_pol_Rpb1_5 SAP Ribonuc_red_lgC Pkinase Capsid_N NIF DNA_pol_B_exo1 Peptidase_C1 RNA_pol_Rpb1_2 RNA_pol_Rpb1_4 RNA_pol_Rpb1_3 XPG_I RNA_pol_Rpb2_2 XPG_N Helicase_C D5_N zf-FCS DUF2738 L1R_F9L Collagen Ribonuclease_3 3Beta_HSD DNA_methylase PriCT_2 NUDIX ResIII RNA_pol_Rpb2_3 Evr1_Alr Pox_A32 Ribonuc_red_sm TFIIS_C DNA_pol_B RNA_pol_Rpb2_7 Capsid_NCLDV
NC_001901.1,gpW Phage_portal_2 Packaging_FI Bro-N Big_2 Phage_attach DNA_methylase P22_Cro DUF1983 Peptidase_S74 NLPC_P60 Peptidase_S49 TMP_2 Lar_restr_allev Phage_cap_E Phage_min_tail Phage_tail_L Phage_lysozyme Phage-tail_3 Tape_meas_lam_C DUF4406 Phage_antiter_Q Minor_tail_Z Phage_TAC_2 HTH_3 Terminase_GpA Gp49 Telomere_res Prok-JAB Phage_Nu1 Phage_TTP_12 HDPD AAA_31 RNase_T Phage_tail_T Phage_tail_U ParBc N6_N4_Mtase
NC_000883.2,Parvo_NS1 Rep_N Parvo_coat Parvo_coat_N
NC_002363.1,Rep_trans Zot DUF2523
NC_001701.1,Parvo_coat_N Parvo_coat Rep_N Parvo_NS1
